id,title,dis,com,htype,rty,fit,flo,sumflo,pri,lab
659,梅荆花苑一期 ,新吴区,梅村,2室1厅,整租,精装修,5,6层,1600,梅荆一期 带空调大2房 家电齐全 可做饭 拎包即住 看房预约
660,环湖苑 ,滨湖区,河埒口,2室1厅,整租,中等装修,19,25层,1500,环湖苑两房 清爽装修 设施齐全 便宜出租 电梯房
661,富安华庭 ,滨湖区,河埒口,1室1厅,整租,精装修,29,31层,2000,梁溪路  河埒地铁站 富安华庭  小区安静舒适 不吵不闹
662,万达公寓 ,滨湖区,河埒口,1室1厅,整租,精装修,8,18层,1000,万达公寓 城市中心 精装一室 拎包入住 设施齐全
663,木樨苑 ,梁溪区,南禅寺,2室1厅,整租,中等装修,3,6层,1400,老体育中心旁 振新路小区 中等装修2房 干净清爽 可拎包
664,万科金域缇香 ,新吴区,长江路,3室2厅,整租,精装修,2,4层,3200,万科金域缇香 洋房 三房出租 2楼 位置好 房东诚心出租 钥
665,太湖国际社区星辉塞纳 ,滨湖区,太湖新城,2室2厅,整租,豪华装修,12,27层,2700,太湖国际，自住豪华装修，湖景房，环境优美，近万象城，交通便利
666,万科信成道一期 ,滨湖区,太湖新城,3室2厅,整租,精装修,20,32层,5500,万科信成道精装大三房，家具家齐全，拎包入住，金桥小学旁
667,万科金域缇香 ,新吴区,长江路,3室2厅,整租,精装修,19,30层,3500,万科租售中心，万科金域缇香一期小三房，3500包物业诚意出租
668,太湖国际社区星辉塞纳 ,滨湖区,太湖新城,2室2厅,整租,精装修,11,28层,2500,地暖房 太湖国际精装两房 带中央空调 自住装修 近万象城 急
669,荣巷新村 ,滨湖区,河埒口,2室1厅,整租,中等装修,1,7层,1550,荣巷新村 清爽装修两房 一楼带院子 拎包入住
670,百大春城 ,惠山区,惠山新城,1室1厅,整租,中等装修,6,11层,700,百大春城单间 精装包宽带700每月
671,长江国际花园 ,新吴区,长江路,1室1厅,整租,精装修,3,6层,1800,长江国际 精装单身公寓 家电齐全 干净整洁！！好房不等人
672,欧典家园 ,新吴区,长江路,2室2厅,整租,精装修,3,7层,1500,欧典家园两房 手机实拍 家电齐全 随时看房方便 欲租从速
673,青山二村(西区) ,滨湖区,河埒口,2室1厅,整租,精装修,3,6层,1200,青山二村精装两房   家具家电齐全  交通方便   拎包入住
674,蓓蕾新村 ,滨湖区,河埒口,2室1厅,整租,精装修,3,7层,1300,蓓蕾新村精装一房   家具家电齐全   交通方便   拎包入
675,奥林花园A区 ,滨湖区,河埒口,3室2厅,整租,精装修,3,17层,3000,奥林花园家乐福超市新体育中心旁 婚装3房 建筑路近新梁溪人家
676,融科玖玖城 ,滨湖区,太湖新城,2室1厅,整租,精装修,13,32层,2300,融科精装大两房 房东自住装修 近金桥海岸城市政府 拎包入住
677,清扬新村 ,梁溪区,清名桥,1室1厅,整租,简单装修,6,6层,900,真实房源 清扬新村 简装修 单间出租 近清扬路 地铁沿线
678,荣巷新村 ,滨湖区,河埒口,1室1厅,整租,中等装修,1,6层,800,荣巷新村 800元 1室1厅1卫 中装，干净整洁，随时入住
679,风雷新村 ,梁溪区,上马墩,2室1厅,整租,精装修,3,6层,1400,兴昌路新出精装两室 靠近车站 出行方便 周边地铁站 拎包入住
680,万达广场 ,滨湖区,河埒口,3室2厅,整租,精装修,16,23层,3000,滨湖万达广场精装三房 设备齐全拎包入住 看房方便有钥匙
681,橘子公寓 ,梁溪区,北大街,2室2厅,整租,精装修,2,22层,2000,北大街橘子公寓 2室2厅80平米 精装修 押一付三
682,中邦城市花园 ,新吴区,江溪,2室2厅,整租,精装修,25,28层,2400,中邦城市花园 精装两房 修环境优美家电全
683,太湖国际社区拾壹峰 ,滨湖区,太湖新城,3室2厅,整租,精装修,19,32层,2900,太湖国际欧式装修大三房 近万象城 大剧院地铁口 华润万家超市
684,东顾巷家园C区 ,滨湖区,蠡湖新城,2室1厅,整租,精装修,18,30层,2000,东顾巷C区商业街高端小区 出行购物便利 家具家电齐全诚租
685,瑞城花园南区 ,新吴区,江溪,2室2厅,整租,毛坯,5,24层,1700,新区长江北路附近瑞城国际附近精装两房买房买房找小
686,桃源居 ,滨湖区,河埒口,1室1厅,整租,精装修,1,18层,1100,桃源居 精装一房 南北通透 近万达 地铁口 惠山 看房联系
687,金科米兰花园一期 ,新吴区,江溪,2室2厅,合租,精装修,4,20层,2400,金科米兰花园 3室2厅1卫
688,万科金域缇香东区 ,新吴区,江溪,3室2厅,整租,豪华装修,2,5层,10000,长江路欧尚超市旁万科金域缇香花园洋房拎包入住
689,旺安佳园 ,滨湖区,太湖新城,2室2厅,合租,毛坯,12,25层,800,地铁旁落霞苑精装两房家具家电齐全，近外国语和畅交通便捷拎包住
690,五洲国际银河城 ,梁溪区,广益,1室1厅,整租,精装修,10,29层,1800,广益路 五洲银河城精装修公寓周边繁华地段设施齐全拎包入住齐全
691,荣耀花园 ,梁溪区,崇安寺,2室2厅,整租,精装修,12,18层,2200,金桥小学旁荣耀花园 精装温馨两房电梯直达 出门时地铁近八佰伴
692,润泽雅居 ,新吴区,旺庄,2室2厅,整租,毛坯,12,34层,2300,茂业对面润泽 ，二室二厅东西齐全，诚心出租随时看房
693,天鹅湖熙园二期 ,滨湖区,太湖新城,2室2厅,整租,精装修,11,13层,2300,熙园中式大两房近 江南大学 地铁口 博大假日广场 星光广场
694,广益博苑东区 ,梁溪区,广益,3室1厅,整租,精装修,11,17层,1800,广益佳苑旁 广益博苑精装三房 设施齐全 拎包入住
695,蔚蓝观邸 ,梁溪区,黄巷,3室2厅,合租,精装修,16,18层,3200,整租 新桥花园对面蔚蓝官邸 精装好房出租，交通便利，拎包入住
696,五河新村 ,梁溪区,黄巷,2室1厅,整租,中等装修,6,7层,1500,101医院旁五河新村黄巷新村干净清爽两房，配套齐全，出行方便
697,新梁溪人家 ,滨湖区,河埒口,1室1厅,整租,豪华装修,4,11层,1700,新梁溪人家 建筑路 近大润发大统华 新体旁 交通便利婚装
698,阳光城市花园A区 ,梁溪区,金星,2室1厅,整租,精装修,8,16层,2200,阳光城市花园 精装两房 靠近锡师附小 交通方便 设施齐全
699,嘉利华府庄园 ,惠山区,惠山新城,1室1厅,合租,精装修,10,28层,900,华府精装带内卫出租 环境好 价格便宜 楼层采光好
700,洛社张镇家园B区(1-101) ,惠山区,洛社新城,2室1厅,整租,精装修,3,6层,1200,洛社镇 张镇家园 精装两房
701,民丰西苑 ,梁溪区,黄巷,1室1厅,整租,中等装修,3,18层,1000,《U房实拍》民丰西苑 整租一室 1000/月 家电齐全！
702,山明四村 ,滨湖区,蠡湖新城,2室1厅,整租,中等装修,2,6层,1300,山明四村 真实房源 随时看房 设施齐全 只要1300
703,瑞星家园(东区1-33) ,滨湖区,太湖新城,2室2厅,合租,精装修,8,34层,1700,瑞星家园，交通便利，靠金城湾公园旁！
704,春雷嘉苑 ,新吴区,长江路,1室1厅,合租,精装修,6,6层,900,春雷嘉园精装大单间，带独立卫生间，环境优美，拎包入住，能做饭
705,东风家园 ,梁溪区,江海,1室1厅,整租,精装修,17,32层,1400,东风家园1室1厅精装房出租，设施俱全，随时入住
706,万科金域缇香东区 ,新吴区,江溪,2室2厅,整租,豪华装修,7,30层,2500,万科金域缇香房源实拍 价格真实 随时可看房可入住
707,万科信成道一期 ,滨湖区,太湖新城,3室2厅,整租,精装修,9,19层,4800,信成道精装三房 品牌家电 近金桥海岸城 地铁口 随时看拎包住
708,朗诗未来之家A区 ,梁溪区,金星,3室1厅,整租,精装修,16,19层,4800,朗诗未来之家 精装三房 恒温恒湿恒氧 有钥匙 诚心出售
709,仙河苑一期 ,滨湖区,太湖新城,2室1厅,整租,精装修,15,30层,1800,仙河苑精装两房 小区配套成熟 近雪浪中学 长广溪D铁华莱坞影
710,阳光城市花园D区 ,梁溪区,金星,1室2厅,整租,精装修,10,18层,1800,阳光商圈，阳光城市花园精装公寓，采光佳，出行便利随时看房
711,蓓蕾新村 ,滨湖区,河埒口,1室1厅,整租,精装修,3,6层,900,手外科医院旁精装1室家电齐全拎包住房东诚心出租不容错过整租
712,大丁佳苑南区 ,滨湖区,河埒口,3室2厅,整租,精装修,17,22层,3000,大丁佳苑整租精装三房首.次出租近地铁口近滨湖万达
713,润泽雅居 ,新吴区,旺庄,2室2厅,整租,精装修,24,30层,2800,润泽雅居精装修两房出租，包物业，宝龙城市广场对面，看房联系！
714,万达广场 ,滨湖区,河埒口,2室2厅,整租,精装修,20,25层,2300,精装修万达广场大两房，地铁口 ，交通便利，品牌家具暂未搬进
715,太湖威尼斯花园 ,滨湖区,太湖新城,6室3厅,整租,豪华装修,1,2层,20000,中外国际别墅，您能想到的和想不到的都有，恭候莅临
716,宝龙国际公寓 ,新吴区,长江路,1室1厅,整租,精装修,3,7层,1200,新区 宝龙国际公寓 精装复式楼 宜商宜居 位置好
717,天一街新村小区 ,惠山区,天一新城,2室1厅,整租,中等装修,6,8层,1500,《U房置业实地拍摄》房东自住型装修，干净清爽，随时来电看房！
718,阳光100国际新城 ,惠山区,天一新城,3室2厅,整租,精装修,3,18层,1800,《U房置业实拍》阳光100精装三房，中间楼层，光线好
719,鸿桥苑 ,滨湖区,河埒口,2室2厅,整租,精装修,9,11层,2400,鸿桥苑 精装修两房 家具家电齐全 拎包入住
720,新江南花园 ,梁溪区,清名桥,3室2厅,整租,中等装修,7,7层,2600,新江南花园3房出租 太湖广场 地铁口
721,长江1号 ,新吴区,旺庄,1室1厅,整租,精装修,9,32层,2000,长江1号 精装单身公寓 采光通风好 楼下商业广场 交通便利
722,融创星光广场 ,滨湖区,太湖新城,1室1厅,整租,精装修,16,35层,1250,星光广场 精装一房 南北通透 拎包入住 随时看房 近江大地铁
723,华府天地尊园 ,滨湖区,太湖新城,3室2厅,整租,毛坯,26,30层,4500,华府尊园精装三房出租，自住大气装修家具家电齐全，拎包入住
724,瑜憬湾 ,滨湖区,河埒口,2室2厅,整租,精装修,5,33层,3300,瑜憬湾精装两室周边设施齐全靠近《联创大厦》周边设施齐全采光佳
725,惠鹿苑 ,梁溪区,山北,2室1厅,合租,简单装修,3,18层,500,惠鹿苑 随时看房 可长期出租
726,尚锦城B区 ,滨湖区,太湖新城,1室2厅,整租,精装修,12,27层,1000,尚锦城精装一室一厅近外国语塘铁桥房东自住装修房东急租
727,长江国际臻园 ,新吴区,长江路,3室2厅,整租,豪华装修,6,18层,6000,豪华装修 长江国际臻园三房 环境安静 生活舒心
728,富城湾 ,梁溪区,黄巷,3室2厅,合租,豪华装修,10,11层,2800,真实房，旅游职中，广石家园《富城湾，2800元/月，拎包入住
729,蓝光COCO蜜园 ,锡山区,安镇,3室1厅,整租,精装修,17,22层,1700,精装修，家电齐全，包物业，可拎包入住，先到先得哦。
730,新惠家园二期 ,梁溪区,山北,2室1厅,整租,中等装修,1,7层,1500,《U房置业实拍》新惠家园火爆2房
731,紫金门花苑北区 ,梁溪区,上马墩,2室2厅,整租,精装修,21,34层,2200,地铁沿线市中心火车站方便的紫金门精装修设施齐全的两房
732,华夏太阳城香珺苑 ,新吴区,梅村,3室2厅,整租,精装修,6,11层,2600,华夏太阳.城.精装三房出租.设施齐全.装修上档次.急租
733,朗诗未来之家A区 ,梁溪区,金星,3室2厅,整租,精装修,3,15层,5000,真实房《朗诗未来之家  精装三房 四季恒温科技住宅
734,世贸首府 ,梁溪区,北大街,1室1厅,整租,毛坯,12,45层,1000,近酒吧街 世贸精装酒店公寓 单身小情侣温馨之家
735,五洲国际银河城 ,梁溪区,广益,1室1厅,整租,精装修,13,27层,1600,香缤公寓旁边五洲国际银河城 新出精装单身公寓 拎包即住 ！！
736,长乐苑 ,惠山区,惠山新城,1室1厅,合租,精装修,5,11层,500,长乐苑 大单间出租 男女不限 广场旁，园区旁
737,尚锦城C区 ,滨湖区,太湖新城,2室2厅,整租,精装修,15,28层,2200,尚锦城精装两房 家电齐全 外国语旁 近地铁 拎包入住 诚心租
738,丽景佳苑三期 ,新吴区,硕放,1室1厅,整租,精装修,13,14层,900,丽景佳苑三期一室一厅 精装拎包入住
739,管社山家园 ,滨湖区,梅园,3室2厅,整租,中等装修,3,6层,1800,管社山家园 清爽装修三房 拎包入住
740,颐和湾公寓 ,梁溪区,北大街,3室2厅,整租,精装修,8,15层,3800,胜利门旁中大颐河湾 精装全配 户型正采光佳 性价高 生活便利
741,宝龙国际公寓 ,新吴区,长江路,1室1厅,整租,精装修,12,25层,1300,宝龙广场 精装修一室一厅 周边商圈繁华 出行方便 看房方便
742,朗诗未来之家A区 ,梁溪区,金星,2室2厅,整租,豪华装修,15,30层,2800,南长街茂业百货附近 朗诗未来之家婚装两室 拎包即住
743,惠畅里小区 ,梁溪区,山北,2室1厅,整租,精装修,2,7层,1800,惠钱路沿线山脚下 惠畅里俩房整租 精装修 出行便利 拎包入住
744,天鹅湖熙园二期 ,滨湖区,太湖新城,2室2厅,整租,精装修,11,18层,2800,天鹅湖 家具家电齐全南北通透两房 近江大文化宫 购物出行方便
745,万科信成道一期 ,滨湖区,太湖新城,3室2厅,整租,精装修,11,32层,3300,"万科信成道精装大三房,首租,家具家电全新,随时看房,拎包入住"
746,苏宁雅悦国际公寓 ,梁溪区,崇安寺,3室2厅,整租,豪华装修,27,52层,8000,人民路苏宁雅悦国际公寓  出门三阳广场 市中心豪宅
747,雪新苑 ,滨湖区,太湖新城,2室2厅,整租,精装修,12,31层,1400,仙河苑，温馨两房，舒适居家，家具家电齐全，近保利影城，地铁
748,红旗花园A区 ,新吴区,长江路,2室1厅,整租,精装修,4,7层,1600,红旗花园 精装俩房 实拍图片真实房源 家电齐全 拎包入住
749,百岁苑小区 ,梁溪区,崇安寺,2室1厅,整租,简单装修,6,7层,2100,二院旁 百岁坊巷 精装2房采光佳 家电齐全 近地铁口 南禅寺
750,理想城市花园 ,惠山区,惠山新城,5室2厅,合租,中等装修,2,11层,500,理想城市花园简装房找合租
751,长欣大厦 ,新吴区,长江路,2室2厅,整租,精装修,2,6层,2200,宝龙边电梯好房长欣大厦 豪华装 房东诚心租 只要2200
752,夏家边家园C区 ,滨湖区,蠡湖新城,2室2厅,整租,精装修,13,25层,2000,夏家边新出精装大两房 近蠡湖人家 湖滨一号 美湖家园
753,世贸首府 ,梁溪区,北大街,1室1厅,整租,精装修,4,43层,1400,火车站酒吧街市中心附近世贸精装修单间 数量不多 仅此一套 拎
754,许巷教师新村 ,滨湖区,河埒口,2室2厅,整租,中等装修,1,6层,2300,许巷教师新村 清爽装修两房 交通便利 拎包入住
755,小天鹅品园 ,梁溪区,山北,1室1厅,整租,精装修,3,10层,1500,《U房置业实拍》品园 精装公寓 家电齐全 拎包入住 环境舒适
756,魅力万科城二区 ,滨湖区,太湖新城,3室2厅,整租,精装修,4,6层,3300,万科城花二区精装小三房，设施设备齐全，可拎包入住！
757,金太湖国际城 ,梁溪区,北大街,2室2厅,整租,豪华装修,19,31层,2800,金太湖国际 豪华大两房 采光无敌 环境优雅 交通便利拎包即住
758,绿地西水东泓府 ,梁溪区,迎龙桥,3室2厅,整租,豪华装修,10,28层,7000,西水东中央空调地暖品牌家电实木家具近市中心
759,富安华庭 ,滨湖区,河埒口,1室1厅,整租,毛坯,15,32层,2300,富安华庭15楼精装全配单间2300
760,渔港家园B区 ,滨湖区,梅园,1室2厅,整租,中等装修,9,11层,1600,渔港家园，家具家电全齐，看房随时，拎包入住楼下步行街，商场
761,梅里新街口 ,新吴区,梅村,1室1厅,整租,精装修,15,15层,1500,梅里新街口 精装修一室一厅 干净清爽随时入住
762,钱桥新村 ,惠山区,钱桥,3室1厅,整租,中等装修,3,6层,1600,钱桥大街 钱桥新村 1600/月 拎包住 随时看房
763,融科玖玖城 ,滨湖区,太湖新城,2室2厅,整租,精装修,26,34层,2800,地铁房！融科精装两房 家电齐全 包物业 近海岸城 八方汇
764,梅荆花苑二期 ,新吴区,梅村,2室1厅,整租,精装修,6,11层,1600,梅荆电梯 精装2房 家电齐全 可做饭 拎包即住 看房提前预约
765,苏宁悦城北区 ,滨湖区,太湖新城,3室2厅,整租,精装修,6,32层,2200,苏宁悦城自住精装修小三房 家电齐全 位置佳 采光好 随时看房
766,周潭佳园(贡湖苑73-93号) ,滨湖区,太湖新城,2室2厅,整租,精装修,12,33层,1400,贡湖苑精装两房家电齐全可拎包入住周边环境舒适
767,民丰里小区 ,梁溪区,黄巷,1室2厅,整租,中等装修,3,6层,1300,《U房实拍》大润发 民丰里 1300/月 家电齐全 拎包入住
768,美新玫瑰庄园 ,新吴区,江溪,2室2厅,整租,精装修,16,28层,2300,美新玫瑰 精装修2室 ， 位置好，期待您的入住
769,康桥丽景 ,梁溪区,北大街,2室1厅,整租,精装修,6,10层,2000,康桥丽景 设施齐全 挑高两层 拎包入住
770,海岸城馨园 ,滨湖区,太湖新城,2室2厅,整租,豪华装修,16,32层,3000,海岸城欧式豪装大两房，装修非常棒，钥匙房，吃喝玩乐一条龙
771,蠡湖人家 ,滨湖区,蠡湖新城,2室1厅,整租,精装修,9,18层,1600,湖滨商业街 欧尚超市旁 蠡湖人家精装房  随时看房 可卖可租
772,金匮里 ,滨湖区,太湖新城,2室2厅,整租,精装修,10,45层,1800,地铁口锡师附小旁婚装2房，家电家具全齐初次出租金匮公园海岸城
773,天鹅湖花园B区 ,滨湖区,太湖新城,2室2厅,整租,精装修,2,18层,2400,天鹅湖精装两房近江大地铁海岸城家电齐全诚心出租
774,扬名花园 ,梁溪区,扬名,2室1厅,整租,精装修,10,16层,1800,靠近地铁 全新装修 全天采光 南北通透 不靠马路 居家必备
775,上马墩一村 ,梁溪区,上马墩,2室1厅,整租,精装修,3,6层,1300,上马墩路  上马墩一村精装修大两房周边交通便捷设施齐全
776,前进花园 ,新吴区,长江路,1室0厅,合租,精装修,2,6层,700,适合单身！前进花园 两室一厅合租 朝南 拎包即住
777,魅力万科城酩悦 ,滨湖区,太湖新城,3室2厅,整租,精装修,9,11层,3000,实地拍摄万科酩悦经典115s户型，自住首租 无敌性价比！
778,融创花溪美墅(三期) ,滨湖区,太湖新城,2室2厅,整租,精装修,18,27层,2100,《千家万沪实拍》熙园3期 自住精装2房 南北通透 近江大
779,阳光嘉园 ,滨湖区,河埒口,2室1厅,整租,精装修,14,30层,2800,阳光嘉园 滨湖大润发 万达广场 2号地铁沿线 精装修2房出租
780,尚锦城C区 ,滨湖区,太湖新城,2室2厅,整租,精装修,12,32层,2500,新出！尚锦城C区自住大二房 首茨对外出租 拎包入住生活圈丰盛
781,阳光100国际新城 ,惠山区,天一新城,3室2厅,整租,精装修,11,12层,1300,《U房置业实拍》 华夏泉绅精装3房 带大露台家电齐全
782,清扬康臣 ,梁溪区,扬名,1室1厅,整租,精装修,12,33层,2000,清扬路沿线好房出租，清扬康臣单身公寓，拎包入住，设施齐全
783,朗诗新郡 ,滨湖区,太湖新城,2室2厅,整租,毛坯,24,45层,2450,朗诗新郡精装2房，家具家电齐全，周围交通方便，关键价格实惠
784,东风家园 ,梁溪区,江海,2室2厅,整租,精装修,8,23层,1500,长江北路 交通便利 设施齐全 拎包入住 房东急租
785,清扬御庭 ,梁溪区,清名桥,1室0厅,合租,精装修,29,33层,1500,清扬御庭  清扬路 地铁沿线 精装单间 经济实用 拎包入住
786,新梁溪人家 ,滨湖区,河埒口,1室1厅,整租,精装修,8,22层,1800,河埒口万达旁 新梁溪人家 1室整租 地理环境好 拎包人住
787,沁园新村 ,梁溪区,清名桥,1室1厅,整租,中等装修,3,6层,1300,沁园新村一室一厅整租 中间楼层  六中对面
788,湖山湾家园B区 ,滨湖区,梅园,2室2厅,整租,精装修,5,11层,1300,湖山湾家园 靠地铁口 精装两房 家具家电齐全 拎包入住 急租
789,尚锦城C区 ,滨湖区,太湖新城,2室2厅,整租,精装修,15,32层,2200,Zai不看就没有了！！尚锦城大二房 2千带走 家电家具都有
790,复兴路小区 ,梁溪区,崇安寺,1室1厅,整租,中等装修,5,7层,1300,市中心崇安寺恒隆广场 复兴路一房 设施齐全交通方便 拎包入住
791,爱家金河湾 ,梁溪区,广丰,2室1厅,整租,精装修,20,33层,2200,火车站附近 爱家金河湾精装修两室周边环境优美设施齐全拎包入住
792,周新苑(三期) ,滨湖区,太湖新城,2室2厅,整租,精装修,20,28层,2000,周新苑精装两房 随时看房 配套齐全 拎包入住 近海岸城地铁口
793,绿城玉兰花园一期 ,滨湖区,太湖新城,2室2厅,整租,豪华装修,10,17层,4800,玉兰东花园 豪华精装修 宁静中的奢华  锡师附小 三开间朝南
794,尚锦城B区 ,滨湖区,太湖新城,2室2厅,整租,精装修,6,33层,2100,地铁口尚锦城精装修大两房出租啦 家电家具齐全 拎包入住 诚租
795,金科世界城 ,梁溪区,金星,2室2厅,整租,精装修,25,32层,2500,金科世界城，精装两房，中间楼层，2500一个月，随时看房
796,五洲幸福湾 ,锡山区,羊尖,1室1厅,合租,精装修,10,28层,800,羊尖五洲幸福湾精装修次卧出租 设施齐全 拎包入住 可短租
797,仙河苑三期东区 ,滨湖区,太湖新城,2室2厅,整租,毛坯,10,28层,1500,仙河苑精装2房 自住装修家电家具齐全拎包入住
798,永泰二村 ,梁溪区,清名桥,1室1厅,整租,中等装修,5,5层,800,永泰二村 地铁沿线 清明桥地铁站 茂业旁 单间 拎包入住
799,禾嘉国际 ,梁溪区,北大街,1室1厅,整租,精装修,14,31层,1900,禾嘉国际酒吧街旁 温馨大一房 采光无敌 环境优雅 拎包即住
800,西园里 ,滨湖区,河埒口,3室1厅,整租,简单装修,4,6层,2000,西园里精装3房1厅周边设施齐全 出行方便 南北通透 拎包入住
801,金科新大陆 ,梁溪区,广益,1室1厅,整租,精装修,16,22层,1500,京东广场旁哥伦布对面金科新大陆精装一室 温馨舒适 民用水电
802,优族联盟 ,梁溪区,崇安寺,1室1厅,整租,中等装修,12,18层,1600,苏宁广场崇安寺旁优族联盟精装单间1600圆看房随时
803,魅力万科城酩悦 ,滨湖区,太湖新城,4室2厅,整租,精装修,6,11层,8000,魅力万科精装大四房出租 家电家具齐全 拎包入住 房东诚心出租
804,甲壳虫2933小区 ,梁溪区,广益,1室1厅,整租,精装修,10,18层,1300,甲壳虫复式单身公寓 家电齐全 装修温馨舒适 随时看房拎包入住
805,广益佳苑二期 ,梁溪区,广益,2室1厅,整租,毛坯,13,15层,1800,广益佳苑二期 2室1厅1卫
806,无锡碧桂园北区 ,锡山区,安镇,3室2厅,整租,精装修,15,23层,2300,碧桂园三房出租，房东自住装修刚搬走。装修挺好的家私都有，随看
807,中邦城市花园 ,新吴区,江溪,2室1厅,整租,精装修,14,32层,1400,两室一厅，精装小二房，配套齐全，急租急租！！！
808,前进花园 ,新吴区,长江路,2室2厅,整租,豪华装修,3,6层,1600,前进花园 豪装两居 家具齐全 老房子新感觉 奢华的居家生活!
809,曹张新村 ,梁溪区,南禅寺,2室1厅,整租,毛坯,4,6层,1600,南长区太湖广场家乐福旁，曹张新村2房，拎包入住，地铁旁
810,广益景苑二期 ,梁溪区,广丰,2室2厅,整租,精装修,12,26层,1400,实拍广益哥伦布旁 广益景苑 精装大2房急租 随时看房
811,瑞雪家园 ,滨湖区,太湖新城,2室1厅,整租,精装修,18,28层,1400,瑞雪家园精装2房 南北通透 全天采光 配套齐全 拎包入住
812,梅荆花苑二期 ,新吴区,梅村,2室1厅,整租,精装修,6,12层,1700,梅荆二期中学对面大门口精装原房东自住出租家电设施齐全
813,新江南花园 ,梁溪区,清名桥,1室1厅,整租,简单装修,1,7层,1500,新江南花园 单间低楼层 靠近地铁口 家乐福，茂业百货附近
814,世茂首府 ,梁溪区,北大街,1室1厅,整租,中等装修,1,32层,1300,世茂繁华路段 靠地铁近市区 交通便利 户型正气采光好
815,魅力万科城二区 ,滨湖区,太湖新城,2室2厅,整租,精装修,3,6层,2300,魅力万科自住精装修 带小院 干净整洁 温馨舒适 随时看房
816,横街小区 ,梁溪区,北大街,2室2厅,整租,精装修,2,7层,1800,横街小区精装2房 交通方便 拎包入住 房东外地发展急租
817,尚锦城B区 ,滨湖区,太湖新城,2室2厅,整租,精装修,16,30层,2400,尚锦城精装大两房出租，房东自住装修，近地铁口外国语，拎包入住
818,香山名园 ,新吴区,旺庄,2室2厅,整租,精装修,23,33层,2600,长江北路 香山名园 近地铁 采光好  南北通透 房东急租
819,融创星光广场 ,滨湖区,太湖新城,1室1厅,整租,精装修,26,32层,1700,《千家万沪实拍》星光广场单身公寓 家电齐全 采光无敌
820,仙河苑三期西区 ,滨湖区,太湖新城,2室2厅,整租,精装修,15,24层,1500,《千家万沪实拍》仙河苑3期 精装2房 南北通透 家电齐全
821,南湖家园北区 ,滨湖区,太湖新城,2室2厅,整租,精装修,13,30层,1900,南湖家园新出精装俩房，品牌家私拎包入住，近D鉄软件园外国语！
822,月秀花园 ,滨湖区,河埒口,2室2厅,整租,精装修,10,15层,1600,月秀花园 近新体家具齐全拎包入住，随时看房诚心出租
823,联心嘉园二期 ,新吴区,梅村,3室1厅,整租,精装修,6,18层,1600,联心嘉园二期精装与老街隔一条街临学校与医院交通方便风景宜人
824,协信未来城 ,梁溪区,山北,3室1厅,整租,中等装修,5,10层,1800,协信未来城中装三房出租 靠近百乐广场 家电齐全。拎包入住。。
825,丰裕园二期 ,滨湖区,太湖新城,2室2厅,整租,毛坯,16,28层,1400,新丰苑精装两房，朝南户型，全天采光，近电影产业园，江大
826,理想城市花园 ,惠山区,惠山新城,2室1厅,整租,精装修,15,20层,2000,理想城市花园  拎包入住  精装修  临近地铁 省锡中
827,银辉城市花园 ,梁溪区,崇安寺,3室1厅,整租,精装修,17,35层,3300,银辉城市花园，精装电梯3房，学前街，锡师附小，拎包住交通方便
828,观山名筑(一期) ,滨湖区,太湖新城,2室2厅,整租,精装修,31,32层,2000,观山名筑精装两房 房东自住装修急租 近传感网 看房有钥匙！
829,优族联盟 ,梁溪区,崇安寺,1室1厅,整租,精装修,10,22层,1500,苏宁旁优族联盟 精装一房 家电齐全 小情侣的不二之选 房源真
830,橙园 ,惠山区,洛社,3室2厅,整租,中等装修,10,20层,1600,橙园 超大客厅 洛城稀有户型
831,仙河苑三期西区 ,滨湖区,太湖新城,1室1厅,整租,精装修,17,24层,1500,《千家萬戸实拍》仙河苑全新装修 高档家电家具 近华莱坞
832,苏宁悦城南区 ,滨湖区,太湖新城,3室2厅,整租,精装修,12,32层,2500,锡师附小对门！苏宁三房拎包入住 自住头回出租 房东人很好
833,梁南苑B区 ,滨湖区,太湖新城,2室2厅,整租,精装修,15,32层,1300,《U房置业实拍》地铁旁梁南苑精装修一室一厅 干净清爽拎包入住
834,新欧风花园 ,梁溪区,北大街,2室1厅,整租,精装修,10,26层,2000,新欧风花园 精装两房 采光很好 看房随时 拎包入住 环境优美
835,苏宁雅悦国际公寓 ,梁溪区,崇安寺,1室1厅,整租,豪华装修,36,65层,4100,市中心苏宁雅悦公寓 香港设计师设计装修 从未出租 近崇安寺
836,大丁佳苑南区 ,滨湖区,河埒口,2室2厅,整租,精装修,16,18层,2500,大丁佳苑、全新装修2房、生活方便、超市万达近在咫尺！随时看！
837,清扬御庭 ,梁溪区,清名桥,2室1厅,整租,精装修,16,26层,2500,清扬御庭人民医院地铁口沃尔玛超市旁精装2房繁华地段拎包入住！
838,湖滨南苑 ,滨湖区,河埒口,2室2厅,整租,精装修,11,15层,1700,工业设计园旁湖滨南苑新出两室精装拎包入住靠喜年中心蠡园小学
839,永泰二村 ,梁溪区,清名桥,2室1厅,整租,精装修,1,7层,1800,茂业百货对面永泰二村一楼带院子精装拎包入住交通方便
840,优族联盟 ,梁溪区,崇安寺,1室1厅,整租,精装修,9,15层,1700,市中心单身公寓 优族联盟 近苏宁广场三阳百盛 地铁口
841,万达公寓 ,滨湖区,河埒口,1室1厅,整租,精装修,7,25层,1800,河埒口万达旁 万达公寓 一室整租 精装修 拎包入住
